,Company,TypeName,Inches,Ram,Weight,Price,IPS Panel,Display,TouchScreen,First_Res,Second_Res,Processor,Speed,SSD,HDD,Hybrid,Flash_Storage,Graphics_Card,OS,Resolution
695,Acer,Netbook,11.6,4,1.4,14332.32,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Windows,1366x768
696,Lenovo,2 in 1 Convertible,14.0,16,1.38,93186.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
697,Asus,2 in 1 Convertible,12.5,4,1.2,35644.32,No,Full HD Display,Yes,1920,1080,Other Intel Processor,0.9,0,0,0,64,Intel,Other OS,1920x1080
698,Toshiba,Ultrabook,13.3,16,1.36,100006.56,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.5,512,0,0,0,Intel,Windows,1920x1080
699,HP,Notebook,15.6,4,2.1,36709.92,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,500,0,0,AMD,Windows,1920x1080
700,Dell,Gaming,15.6,8,2.56,43636.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1920x1080
701,Lenovo,Notebook,15.6,4,2.2,21258.72,No,Full HD Display,No,1920,1080,AMD Processor,2.9,256,0,0,0,AMD,Windows,1920x1080
702,Lenovo,Notebook,15.6,8,2.2,22857.12,No,HD Display,No,1366,768,AMD Processor,3.6,0,1024,0,0,AMD,Windows,1366x768
703,Lenovo,Notebook,15.6,4,2.1,33110.856,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,2048,0,0,Intel,Windows,1920x1080
704,Lenovo,Notebook,15.6,4,1.9,23976.0,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Other OS,1366x768
705,Dell,Notebook,15.6,8,2.18,42357.6,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
706,Acer,2 in 1 Convertible,13.3,8,1.6,53226.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,1.6,256,0,0,0,Intel,Windows,1920x1080
707,Lenovo,Workstation,15.6,16,2.18,98834.4,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,512,0,0,0,Nvidia,Windows,1920x1080
708,Lenovo,Notebook,14.0,8,1.8,63456.48,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
709,HP,Notebook,17.3,6,2.71,34898.932799999995,Yes,Full HD Display,No,1920,1080,AMD Processor,2.5,0,2048,0,0,AMD,Windows,1920x1080
710,Lenovo,Gaming,15.6,8,2.5,66546.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
711,Dell,Notebook,14.0,8,1.64,58021.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.8,256,0,0,0,Nvidia,Other OS,1920x1080
712,Dell,Notebook,15.6,8,1.98,38681.28,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Other OS,1920x1080
713,Asus,Notebook,14.0,4,1.5,15877.44,No,Full HD Display,No,1920,1080,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1920x1080
714,Dell,Notebook,15.6,16,1.93,76012.44480000001,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,512,0,0,0,Intel,Windows,1920x1080
715,Lenovo,Notebook,14.0,8,1.87,45664.6896,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
716,Dell,Notebook,15.6,8,1.9,62817.12,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1920x1080
717,Lenovo,Notebook,15.6,4,2.19,15877.44,No,HD Display,No,1366,768,AMD Processor,2.0,0,500,0,0,AMD,Windows,1366x768
718,Mediacom,Notebook,14.0,4,1.4,14119.2,Yes,Full HD Display,No,1920,1200,Other Intel Processor,1.92,0,32,0,0,Intel,Windows,1920x1200
719,HP,Notebook,17.3,8,2.63,63936.0,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
720,Lenovo,Ultrabook,14.0,8,1.17,89864.1792,Yes,Quad HD+ Display,No,2560,1440,Intel Core i7,2.5,512,0,0,0,Intel,Windows,2560x1440
721,HP,2 in 1 Convertible,13.3,8,1.58,44574.048,Yes,HD Display,Yes,1366,768,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1366x768
722,Lenovo,Ultrabook,14.0,8,1.32,79866.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
723,Dell,Gaming,17.3,32,4.36,194972.832,No,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,1024,1024,0,0,Nvidia,Windows,3840x2160
724,MSI,Gaming,17.3,8,2.7,71847.0144,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
725,Lenovo,Notebook,15.6,4,1.9,26101.872,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Other OS,1366x768
726,Dell,Notebook,15.6,8,2.2,38308.32,No,Full HD Display,No,1920,1080,Intel Core i5,1.6,128,1024,0,0,AMD,Windows,1920x1080
727,Dell,2 in 1 Convertible,13.3,4,1.71,34578.72,No,Full HD Display,Yes,1920,1080,Intel Core i3,2.4,0,1024,0,0,Intel,Windows,1920x1080
728,Dell,Notebook,15.6,8,2.32,31409.6256,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,AMD,Other OS,1366x768
729,HP,Notebook,15.6,4,2.1,26053.92,No,Full HD Display,No,1920,1080,AMD Processor,3.0,0,1024,0,0,AMD,Windows,1920x1080
730,Acer,Gaming,17.3,16,4.2,103096.8,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.6,128,1024,0,0,Nvidia,Windows,1920x1080
731,Dell,Notebook,15.6,12,2.25,34578.72,No,HD Display,No,1366,768,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1366x768
732,HP,Notebook,15.6,6,2.1,34632.0,No,Full HD Display,No,1920,1080,AMD Processor,3.0,128,1024,0,0,AMD,Windows,1920x1080
733,Acer,Notebook,15.6,4,2.4,29783.52,No,HD Display,No,1366,768,Intel Core i5,2.5,0,500,0,0,Intel,Windows,1366x768
734,Lenovo,Notebook,13.3,8,1.44,51148.8,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
735,Lenovo,Notebook,15.6,4,1.85,41505.12,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Intel,Windows,1920x1080
736,HP,Workstation,15.6,16,2.6,128884.32,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
737,Dell,2 in 1 Convertible,13.3,8,1.55,35111.52,No,Full HD Display,Yes,1920,1080,Intel Core i5,1.6,0,1024,0,0,Intel,Windows,1920x1080
738,MSI,Gaming,15.6,16,1.8,111593.8944,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
739,Acer,Notebook,15.6,4,2.4,21887.424,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
740,Dell,Notebook,15.6,8,2.0,64308.96,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,128,1024,0,0,Nvidia,Windows,1920x1080
741,Dell,Notebook,15.6,8,2.0,35431.2,No,HD Display,No,1366,768,Intel Core i3,2.0,256,0,0,0,Intel,Windows,1366x768
742,Toshiba,Notebook,14.0,8,1.25,81784.8,Yes,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
743,Lenovo,2 in 1 Convertible,14.0,8,1.7,53226.72,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
744,Lenovo,Workstation,15.6,16,2.5,175770.72,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,3840x2160
745,Acer,Notebook,14.0,2,1.68,17582.399999999998,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Other OS,1366x768
746,Samsung,Ultrabook,13.3,16,0.81,87858.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
747,HP,Notebook,15.6,8,1.86,28717.92,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,256,0,0,0,Intel,Windows,1920x1080
748,Dell,Notebook,14.0,8,1.6,60031.1088,No,HD Display,No,1366,768,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1366x768
749,HP,Workstation,17.3,16,3.0,233845.92,Yes,Full HD Display,No,1920,1080,Other Intel Processor,2.9,256,0,0,0,Nvidia,Windows,1920x1080
750,Lenovo,Netbook,11.6,4,1.4,25308.0,No,HD Display,Yes,1366,768,Other Intel Processor,1.6,128,0,0,0,Intel,Windows,1366x768
751,HP,Notebook,15.6,8,1.84,101232.0,No,Full HD Display,No,1920,1080,Intel Core i5,2.4,256,0,0,0,Intel,Windows,1920x1080
752,Asus,Notebook,15.6,4,2.45,30849.12,No,HD Display,No,1366,768,Intel Core i5,2.3,0,1024,0,0,Nvidia,Other OS,1366x768
753,Lenovo,Ultrabook,14.0,4,1.7,58394.88,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,180,0,0,0,Intel,Windows,1920x1080
754,Asus,Notebook,15.6,4,2.37,45282.672,No,HD Display,No,1366,768,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1366x768
755,Lenovo,2 in 1 Convertible,13.3,8,1.3,63882.72,Yes,Quad HD+ Display,Yes,3200,1800,Intel Core i5,1.8,256,0,0,0,Intel,Windows,3200x1800
756,HP,Notebook,15.6,8,2.2,58554.72,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
757,HP,Workstation,15.6,8,2.59,83170.08,No,Full HD Display,No,1920,1080,Intel Core i7,2.6,256,0,0,0,Nvidia,Windows,1920x1080
758,Dell,Gaming,15.6,16,4.42,152859.7872,Yes,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,3840x2160
759,Acer,Notebook,15.6,4,2.1,31914.72,No,HD Display,No,1366,768,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1366x768
760,Lenovo,Gaming,15.6,8,2.5,55837.44,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
761,Dell,Ultrabook,12.5,16,1.18,99047.52,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Intel,Windows,1920x1080
762,Google,Ultrabook,12.3,8,1.1,83063.52,No,HD Display,Yes,2400,1600,Intel Core i5,1.2,256,0,0,0,Intel,Other OS,2400x1600
763,Asus,Ultrabook,13.3,8,1.2,60153.12,Yes,Quad HD+ Display,No,3200,1800,Intel Core i5,2.5,256,0,0,0,Intel,Windows,3200x1800
764,Dell,Notebook,13.3,4,1.65,45234.72,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
765,Acer,Notebook,13.3,4,1.6,34898.4,No,HD Display,No,1366,768,Intel Core i5,2.3,128,0,0,0,Intel,Windows,1366x768
766,Asus,Notebook,17.3,4,2.8,25059.715199999995,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Nvidia,Windows,1366x768
767,Dell,Gaming,15.6,16,2.72,58554.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.6,128,1024,0,0,Nvidia,Windows,3840x2160
768,Samsung,Ultrabook,13.3,8,1.31,85194.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
769,Acer,Notebook,15.6,4,2.1,15877.44,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Other OS,1366x768
770,Dell,Notebook,15.6,16,2.3,62938.0656,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Windows,1920x1080
771,Samsung,2 in 1 Convertible,15.0,16,1.71,95850.72,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Windows,1920x1080
772,Toshiba,Notebook,14.0,4,1.75,54345.6,Yes,HD Display,No,1366,768,Intel Core i5,2.3,128,0,0,0,Intel,Windows,1366x768
773,Dell,Gaming,15.6,8,2.62,58554.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
774,HP,Ultrabook,12.5,4,1.26,66280.31999999999,No,HD Display,No,1366,768,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1366x768
775,Asus,2 in 1 Convertible,15.6,12,2.3,44701.92,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,0,2048,0,0,Nvidia,Windows,1920x1080
776,Lenovo,Notebook,15.6,16,2.5,126273.6,No,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.7,512,0,0,0,Nvidia,Windows,3840x2160
777,Acer,Notebook,14.0,4,1.8,33886.08,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1920x1080
778,Razer,Gaming,14.0,16,1.95,154458.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,1920x1080
779,Asus,Notebook,15.6,8,2.0,31003.632,No,HD Display,No,1920,1080,Other Intel Processor,1.1,128,0,0,0,Intel,Windows,1920x1080
780,Dell,Gaming,17.3,32,4.42,191211.264,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,1024,1024,0,0,Nvidia,Windows,1920x1080
781,Asus,Gaming,17.3,16,4.3,125208.0,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.6,256,1024,0,0,Nvidia,Windows,1920x1080
782,Toshiba,Ultrabook,14.0,16,1.47,93985.92,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.6,512,0,0,0,Nvidia,Windows,1920x1080
783,Lenovo,Notebook,15.6,8,2.2,17529.12,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,1024,0,0,Intel,Other OS,1366x768
784,Lenovo,Ultrabook,14.0,16,1.7,122490.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
785,MSI,Gaming,14.0,16,1.6,100752.48,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
786,MSI,Gaming,15.6,8,2.2,58021.92,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,1024,0,0,Nvidia,Windows,1920x1080
787,Lenovo,Gaming,15.6,4,2.4,53226.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,1920x1080
788,Acer,Gaming,17.3,16,4.2,122490.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
789,Dell,Gaming,15.6,8,2.62,52480.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
790,Asus,Gaming,15.6,8,2.24,71341.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
791,Vero,Notebook,14.0,4,1.22,10810.512,No,HD Display,No,1920,1080,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1920x1080
792,Lenovo,2 in 1 Convertible,13.3,8,1.37,104961.6,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
793,Lenovo,2 in 1 Convertible,15.6,8,2.08,51095.52,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,AMD,Windows,1920x1080
794,Apple,Ultrabook,12.0,8,0.92,62071.2,Yes,Retina Display,No,2304,1440,Other Intel Processor,1.2,0,0,0,512,Intel,Other OS,2304x1440
795,Lenovo,2 in 1 Convertible,14.0,8,1.42,124142.4,Yes,HD Display,Yes,2560,1440,Intel Core i5,2.5,256,0,0,0,Intel,Windows,2560x1440
796,Asus,Notebook,14.0,4,1.63,15930.72,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Windows,1366x768
797,Dell,Notebook,15.6,8,1.95,43156.8,No,HD Display,No,1366,768,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1366x768
798,Lenovo,2 in 1 Convertible,13.9,8,1.38,71874.72,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
799,Dell,Notebook,15.6,8,2.0,39373.92,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,256,0,0,0,AMD,Windows,1920x1080
800,HP,Workstation,15.6,8,3.14,110017.872,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
801,Asus,Notebook,15.6,8,2.37,58554.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
802,Dell,Ultrabook,13.3,8,1.29,79866.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
803,Dell,Notebook,15.6,8,2.06,93186.72,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,3840x2160
804,Dell,Netbook,11.6,4,1.63,39640.32,No,HD Display,No,1366,768,Other Intel Processor,1.1,128,0,0,0,Intel,Windows,1366x768
805,HP,Netbook,12.5,8,1.26,74005.92,No,HD Display,No,1366,768,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1366x768
806,Toshiba,Notebook,15.6,4,2.1,41558.4,No,HD Display,No,1366,768,Intel Core i5,2.3,0,500,0,0,Intel,Windows,1366x768
807,HP,Notebook,15.6,8,2.04,33513.119999999995,No,HD Display,No,1366,768,AMD Processor,2.5,0,2048,0,0,AMD,Windows,1366x768
808,Dell,Gaming,15.6,16,2.62,89457.12,No,4K Ultra HD Display,No,3840,2160,Intel Core i7,2.8,512,0,0,0,Nvidia,Windows,3840x2160
809,Lenovo,Notebook,15.6,4,2.4,32447.52,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1920x1080
810,HP,Gaming,17.3,12,3.74,93186.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,0,1024,0,0,AMD,Windows,1920x1080
811,MSI,Gaming,17.3,16,2.9,128671.2,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,1920x1080
812,Samsung,Ultrabook,13.3,8,0.81,79866.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
813,Dell,Notebook,15.6,8,1.98,51202.08,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,Nvidia,Windows,1920x1080
814,Dell,Notebook,15.6,8,2.18,42081.0768,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,AMD,Windows,1920x1080
815,Lenovo,Ultrabook,14.0,8,1.32,99047.52,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
816,Razer,Ultrabook,12.5,16,1.29,95850.72,Yes,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.5,512,0,0,0,Intel,Windows,3840x2160
817,HP,Netbook,11.6,4,1.23,20512.8,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,16,Intel,Other OS,1366x768
818,Dell,Gaming,17.3,16,4.36,133467.4656,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
819,Dell,Notebook,14.0,4,1.76,40226.4,No,HD Display,No,1366,768,Intel Core i5,2.3,0,500,0,0,Intel,Windows,1366x768
820,Lenovo,Notebook,15.6,4,2.1,26101.872,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
821,Toshiba,Ultrabook,14.0,4,1.25,58075.2,No,HD Display,No,1366,768,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1366x768
822,Lenovo,Ultrabook,14.0,8,1.13,133146.72,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,512,0,0,0,Intel,Windows,1920x1080
823,MSI,Gaming,15.6,8,2.4,63882.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,256,0,0,0,Nvidia,Windows,1920x1080
824,Lenovo,Ultrabook,14.0,8,1.13,99900.0,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,0,0,256,Intel,Windows,1920x1080
825,Toshiba,Notebook,14.0,4,1.75,26586.72,No,HD Display,No,1366,768,Other Intel Processor,2.1,128,0,0,0,Intel,Windows,1366x768
826,Asus,2 in 1 Convertible,13.3,8,1.1,72354.23999999999,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
827,Dell,Notebook,14.0,4,1.76,31168.8,No,HD Display,No,1366,768,Intel Core i3,2.0,0,500,0,0,Intel,Windows,1366x768
828,Acer,Netbook,11.6,4,1.35,18914.4,Yes,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,32,Intel,Other OS,1366x768
829,Acer,Notebook,14.0,8,1.5,32980.32,Yes,Full HD Display,No,1920,1080,Intel Core i3,2.4,128,0,0,0,Intel,Windows,1920x1080
830,Razer,Gaming,17.3,32,3.49,292986.72,No,4K Ultra HD Display,Yes,3840,2160,Intel Core i7,2.9,512,0,0,0,Nvidia,Windows,3840x2160
831,Lenovo,Ultrabook,14.0,16,1.1,111834.72,Yes,Quad HD+ Display,No,2560,1440,Intel Core i7,2.6,512,0,0,0,Intel,Windows,2560x1440
832,Asus,Notebook,15.6,4,2.1,27652.32,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Other OS,1920x1080
833,Lenovo,Notebook,14.0,8,1.7,63190.08,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1920x1080
834,Lenovo,Notebook,14.0,8,1.32,87912.0,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,Intel,Windows,1920x1080
835,Dell,Gaming,15.6,16,3.21,147832.28639999998,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
836,Asus,Gaming,17.3,16,2.9,128884.32,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,1024,0,0,Nvidia,Windows,1920x1080
837,Toshiba,Notebook,15.6,4,2.0,35644.32,No,HD Display,No,1366,768,Intel Core i3,2.4,0,500,0,0,Intel,Windows,1366x768
838,Lenovo,Notebook,14.0,4,1.5,17316.0,No,HD Display,No,1366,768,Other Intel Processor,1.6,0,0,0,16,Intel,Other OS,1366x768
839,Asus,Notebook,15.6,8,2.3,31435.2,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,128,0,0,Intel,Windows,1920x1080
840,Asus,Gaming,17.3,16,2.73,95850.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.6,512,1024,0,0,Nvidia,Windows,1920x1080
841,Dell,Gaming,17.3,32,4.42,163723.57919999998,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,512,1024,0,0,Nvidia,Windows,1920x1080
842,HP,Notebook,17.3,8,2.63,48484.8,No,HD Display,No,1600,900,Intel Core i5,2.5,0,1024,0,0,Nvidia,Windows,1600x900
843,Dell,Notebook,15.6,8,2.18,38041.3872,No,HD Display,No,1366,768,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1366x768
844,HP,Ultrabook,14.0,8,1.54,99633.6,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,512,0,0,0,Intel,Windows,1920x1080
845,Dell,Notebook,15.6,4,2.18,39373.92,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,AMD,Windows,1920x1080
846,HP,2 in 1 Convertible,11.6,4,1.4,32767.2,No,HD Display,Yes,1366,768,Other Intel Processor,1.1,0,0,0,32,Intel,Other OS,1366x768
847,Asus,Ultrabook,13.3,8,1.45,54665.28,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.3,512,0,0,0,Nvidia,Windows,1920x1080
848,HP,2 in 1 Convertible,13.3,8,1.28,121318.56,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.5,256,0,0,0,Intel,Windows,1920x1080
849,HP,Ultrabook,14.0,8,1.54,78215.04,No,Full HD Display,No,1920,1080,Intel Core i7,2.5,512,0,0,0,Intel,Windows,1920x1080
850,HP,Notebook,15.6,4,1.86,15930.72,No,HD Display,No,1366,768,Other Intel Processor,1.6,128,0,0,0,Intel,Other OS,1366x768
851,Asus,Gaming,15.6,16,2.1,101178.72,No,Full HD Display,No,1920,1080,Intel Core i7,2.8,128,1024,0,0,Nvidia,Windows,1920x1080
852,Dell,Notebook,17.3,8,2.83,46087.2,No,Full HD Display,No,1920,1080,Intel Core i7,2.7,0,1024,0,0,AMD,Other OS,1920x1080
853,Lenovo,Ultrabook,14.0,8,1.96,101391.84,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.8,256,0,0,0,Nvidia,Windows,1920x1080
854,Asus,Notebook,15.6,8,2.3,41931.36,Yes,Full HD Display,No,1920,1080,Intel Core i7,2.7,256,0,0,0,Nvidia,Windows,1920x1080
855,Dell,Notebook,15.6,8,1.9,50349.6,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1920x1080
856,Asus,Notebook,15.6,4,2.0,23922.72,No,HD Display,No,1366,768,Other Intel Processor,1.1,0,1024,0,0,Intel,Windows,1366x768
857,HP,2 in 1 Convertible,13.3,8,1.28,136343.52,No,Full HD Display,Yes,1920,1080,Intel Core i7,2.8,256,0,0,0,Intel,Windows,1920x1080
858,Dell,Notebook,13.3,8,1.62,34578.72,No,Full HD Display,Yes,1920,1080,Intel Core i5,2.3,0,1024,0,0,Intel,Windows,1920x1080
859,Lenovo,Notebook,15.6,4,2.2,24988.32,No,Full HD Display,No,1920,1080,Intel Core i3,2.0,0,1024,0,0,Intel,Other OS,1920x1080
860,Lenovo,Notebook,15.6,8,2.3,45323.1648,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Intel,Windows,1920x1080
861,HP,Notebook,15.6,8,1.84,71874.72,No,Full HD Display,No,1920,1080,Intel Core i5,2.6,256,0,0,0,AMD,Windows,1920x1080
862,Toshiba,Notebook,13.3,4,1.05,68464.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.5,128,0,0,0,Intel,Windows,1920x1080
863,Lenovo,Gaming,15.6,8,2.5,54185.76,Yes,Full HD Display,No,1920,1080,Intel Core i5,2.5,0,1024,0,0,Nvidia,Other OS,1920x1080
864,Dell,Ultrabook,13.3,16,1.29,119347.2,No,Quad HD+ Display,Yes,3200,1800,Intel Core i7,2.5,512,0,0,0,Intel,Windows,3200x1800
865,HP,Notebook,15.6,4,2.07,48484.8,No,Full HD Display,No,1920,1080,Intel Core i5,2.3,0,500,0,0,Intel,Windows,1920x1080
866,Toshiba,Ultrabook,13.3,8,1.2,58341.6,No,HD Display,No,1366,768,Intel Core i5,2.3,256,0,0,0,Intel,Windows,1366x768
867,Lenovo,2 in 1 Convertible,13.3,8,1.37,103896.0,Yes,Full HD Display,Yes,1920,1080,Intel Core i7,2.7,256,0,0,0,Intel,Windows,1920x1080
